gene_name	MMRF_1879_1_BM_CD138pos_T2_TSMRU_L05344	MMRF_2453_1_BM_CD138pos_T2_TSMRU_L10609
RP11-582J16.3	0	0
CTD-2284J15.1	0.0954	0.0792
RP11-242J7.1	0.2518	0.3832
RP11-115J16.1	0.0045	0
KB-1639H6.2	0.0551	0.0534
RP11-115J16.2	0	0
RP11-300E4.2	0	0
GS1-39E22.2	0	0.0534
IGLVI-20	0	0.1699
RP11-946L20.1	0	0
RP11-1080G15.2	0	0
PAICSP4	0	0.0353
PCDHGA3	0.1309	0.1042
CTB-120L21.1	0	0.4819
RP11-278I4.1	0	0
RP11-320N21.2	0.0574	0.0556
RP11-959I15.4	0	0
RP11-662G23.1	0	0
RPL7P20	0.0306	0.0296
RP11-343B22.2	0	0
RP11-17A4.2	0	0
CTD-2008O4.1	0	0
RP11-117L6.1	0	0
RP11-398H6.1	0.022	0.0639
RP11-369E15.1	0	0
RP11-18A15.1	0	0.1994
RP11-58O3.2	0	0
RP11-473O4.4	0.6348	0.2365
IGKV3OR22-2	0.2186	0
CTD-2336O2.2	0	0
RP11-594N15.2	0.1975	0.0998
KB-1458E12.1	0	0.0508
RFPL4AP7	0	0
CTD-2281E23.2	0	0
ERHP1	0.2207	0
RP11-131N11.4	0.0525	0
RP11-382J24.2	0.716	0.1067
RP11-181D18.4	0.1805	0
TDGF1P5	0.2013	0.3413
LINC00824	0	0.0097
RP11-1144P22.1	0	0
RP11-278I4.2	0	0
IGHVII-1-1	0	0.1227
KB-1507C5.4	0.567	0.5885
RP11-267M23.7	0	0
KRT8P3	0.0787	0.0152
RP11-89K10.1	0.3738	0
RP11-44K6.4	0	0
RP11-6I2.3	0.1854	0.0599
IGHV3-32	0	0.0678
RP11-150O12.3	0	0
RP11-10J21.6	0	0
IGKV2D-14	0.0642	0
CTB-158E9.1	0	0
IMPDH1P6	0.0301	0.0146
CTC-308K20.2	0.2332	0.0903
CTC-286N12.1	0	0
CTB-17P3.4	0	0.1781
CTB-54I1.1	0	0
LINC01111	0	0
RP11-431M3.1	0	0.2057
RP11-398G24.2	0	0.028
MRPL9P1	0	0
RP11-150O12.4	0	0
KB-1608C10.2	0	0
IGLVIV-59	0.1824	0.0884
RP11-89M20.1	0	0
CTD-2045M21.1	0	0.1589
SNRPCP17	0	0
MRPL57P7	0	0
CTD-2309H9.4	0	0
RP11-26M5.3	0	0.0696
RP11-267M23.3	0.2322	0.045
CTD-2345M20.2	0	0.0374
RP11-473O4.5	0.7709	0.8672
RP11-134O21.1	0.0409	0.7257
RP11-593P24.4	0	0
RP11-495O10.1	0	0.0301
AC105235.1	0	0
RP11-318K15.2	0.0339	0.0328
IGHV7-27	0.0691	0.1339
CTC-308K20.4	0.877	0.9709
IGHVII-60-1	0.1781	0.4314
RP11-1D12.1	0	0
CKS1BP7	0.097	0
GS1-44D20.1	0.4878	0.9745
CTC-367J11.1	0.3718	0.1801
RP11-24P4.1	0	0.0117
CDH12P1	0	0
AC008694.2	0.2236	0
RP11-865I6.2	0	0
MAFA-AS1	0.1094	0.1589
RP11-267L5.1	0	0
RP11-10A14.3	0.2802	0.0679
SNORD87	0	0
RP11-726G23.6	0	0
RP11-760H22.2	21.8022	6.0214
LINC01288	0	0
IGKV2D-23	0	0
MTND1P6	0	0
RP11-351E7.1	0	0
RP11-1134I14.4	0	0.0863
FLJ39080	0	0.0076
RP11-542A14.1	0	0.0939
ARL2BPP5	0	0
RP11-578O24.2	7.0883	2.2671
IGLVI-68	0	0
RP11-628E19.2	0	0
CYCSP22	0	0
RP11-238K6.2	0	0
RP11-14I17.3	0.0803	0
CTB-131B5.5	0.4234	0.1439
KB-1615E4.3	0.5872	0.1896
CTB-180C19.1	0	0
RP11-38H17.1	0	0.0511
RP11-211C9.1	0	0.0478
HOXA-AS3	0	0.1185
RP11-181B11.1	0.2231	0.0432
RP11-343P9.1	0	0
RP11-34P1.2	0.2739	0.1327
SOX5P	0	0
MIR124-2HG	0	0
RP11-317J10.4	0	0
TUBB8P5	0	0
RP11-465K16.1	0	0
MTND6P19	0	0
RP3-388N13.2	0.0443	0
DUTP2	0.6403	0.1431
RHPN1-AS1	0.0238	0.0345
CTC-529G1.1	0	0
RP11-759A9.2	0	0
CTD-2272D18.1	0	0
IGHV4-55	8.2413	5.5221
RP11-56F10.3	0.4043	0.1958
CTD-2371O3.2	0.5347	0.185
RP11-578F21.2	0.3341	0.2023
GLYATL1P4	0	0
RP11-732A19.8	0	0
RP11-179A10.1	0.0249	0
LRRC24	0	0
OR10Y1P	0	0
RP11-703H8.9	0	0
RP11-215D10.1	0.0276	0
RP11-109E10.2	0	0
OR4A1P	0	0
RP11-613D13.4	0.1995	0.1932
CTD-3051L14.13	0	0
RP11-107P7.6	0	0.0073
CHKB-CPT1B	0.6402	0.6202
RP11-182J1.1	0.7826	0.2614
SIGLEC14	0.23	0.3925
RP11-347E10.1	0.0876	0.2828
ANO1-AS2	0	0
RP11-21L19.1	0.6651	0
RP11-261P9.4	3.5963	2.5266
RP11-452H21.1	0.0522	0.1516
RP11-864G5.3	0	0
RP11-351I21.7	0.0193	0.0561
RP11-810P12.6	0	0
RP11-480O10.2	0.1244	0
RP11-430H10.1	0.0661	0.2881
RP11-110I1.11	14.388	4.6035
CTD-2562J17.7	0	0.0437
OR6M3P	0	0
RP11-550A5.2	0.2527	0.0612
RP11-33I11.2	1.0606	0.1468
RP11-677I18.3	1.0057	0.3543
CTD-2555I5.1	0	0
AP000648.6	0	0
RP11-170L9.1	0	0
RP11-231N3.1	0	0
PBOV1	0.0182	0
RP11-718B12.5	0.0748	0.169
AP000859.4	0	0
RP11-304C12.3	0.0092	0.0089
RP11-290F24.3	0	0.1083
HSPB2-C11orf52	0.0222	0
OR7E11P	0	0
SF3A3P2	0.0303	0.0293
ALG9-IT1	0.0667	0.0969
RP11-560G2.1	0.0194	0.0094
RP11-867G23.4	0	0
NAV2-AS2	0	0
RCC2P6	0.1465	0.0851
HIGD1AP10	0.1617	0
RP11-405K6.1	0	0.0898
OR5D2P	0.0358	0
RP11-867G23.13	0	0
RP11-91P24.7	0.3898	0.0378
RP11-939C17.4	0	0
RP11-755F10.3	6.6843	5.9831
TMX2-CTNND1	0.1559	0
RP11-484D2.3	0.7601	0.2761
OR4A3P	0	0
PRKRIRP4	0	0
OR4D10	0	0
RP11-634B22.4	0	0
RP11-304M2.6	0	0
RP11-849H4.2	1.6926	0.7683
AP5B1	9.7496	18.6495
RP11-885L14.1	0.0538	0.0313
OR4A49P	0	0.0349
RP11-522I20.3	1.669	4.6943
OR2AT1P	0	0
AP000640.10	0.1297	0.2513
RP11-158I9.1	0	0.1163
SLC25A1P1	0.123	0.0953
RP11-23F23.2	0.0494	0
PTP4A2P2	0.0908	0
RP11-386B1.1	0	0
RP11-23J9.6	0	0
CTA-797E19.1	0.3782	0.8375
RP11-380O24.1	0.2074	0.4018
RP13-631K18.2	0	0
RP11-707M1.7	0	0
RP11-65G9.1	0	0
RP5-1024C24.1	0	0
OR5M7P	0	0
RP11-145O15.2	0	0
KB-1073A2.1	0	0
AP000487.4	0.2894	0.3364
CBX3P8	0	0
CTD-2560E9.5	0	0
CTD-2119L1.1	0	0
AC002056.5	0	0
RANP3	0.0826	0.08
AP003068.9	0.4611	0.406
FNTAL1	0	0.0195
CTD-2521M24.4	0.7251	1.4925
CHMP4A	3.7517	2.975
RP11-748H22.1	0	0
RP11-481A20.10	0	0
FBXO3-AS1	0	0
RP11-677M14.6	2.2645	1.3773
RP11-867G23.10	0	0
RP11-876F14.1	0	0
RP11-472I20.2	0.3961	0.3015
RP11-958J22.3	0	0
RP11-775A1.2	0	0
RP11-159D8.1	0	0
RP11-56P9.8	0	0
RP11-347H15.4	0	0
CTD-2210P24.1	0	0
SIGLEC12	0.0414	0
RP11-113K21.1	1.3554	1.6991
OR8I4P	0	0
RP11-466I1.1	0	0
ENPP7P12	0.0361	0.035
RP11-728F11.4	0.0312	0.1509
RP11-583F24.7	0.024	0
RP11-460B17.3	0	0
FLJ20021	14.4033	6.9061
RP11-624D11.2	0	0.1545
AF186192.1	0	0
RP11-748H22.2	0	0
PABPC4L	0	0.0089
RP11-108K14.8	0.4262	0.0688
RP1-130L23.1	0	0
RP11-463D19.1	0.0968	0.0937
RP4-791M13.3	0.0525	0.1017
CTD-2140G10.4	0	0
RP11-583F24.6	0.0231	0
NAV2-AS3	1.1058	0
HSPD1P2	0	0
PCNAP4	0	0
RP11-84A19.3	0	0
RP11-113D6.9	0	0
RP11-738O11.13	0	0
RP11-429J17.5	0.1525	0
OMP	0.139	0
RP11-727A23.7	0.7442	0.6632
XIRP2-AS1	0	0
RP1-27O5.3	0	0
RP11-351I24.1	0.3408	0.9077
RP11-379J13.1	0	0
AF131215.4	0.0667	0.1421
RP11-102F4.2	0.0413	0.04
RP11-81M19.3	0	0
RP11-304M2.5	0	0
BBOX1-AS1	0	0.0168
RP11-196E1.3	0.0051	0
LINC01493	0	0
RP11-673F18.1	0	0.069
RP11-787P24.2	0	0
MTND2P26	0	0
RP11-514F3.4	0	0
UBTFL9	0	0.0385
RP11-664I21.5	0	0
RP11-693N9.1	0	0
RP11-60I3.4	0.2715	0.3287
GLULP3	0.0219	0.0212
AP004550.1	0	0
RP11-429J17.4	0	0
RP11-3G21.1	0	0
OR4C1P	0	0.0712
RP11-484D2.4	9.5947	8.3284
CTD-2517M22.16	0	0
RP11-407P18.1	0	0
RP11-677I18.4	0	0
RP11-303G3.10	0	0
PSMA2P1	0.0706	0.0684
RP11-15D14.1	0	0
RP1-17K7.2	0	0.0405
MAGEL2	0	0
RP11-358H18.3	0	0
RP11-360K13.1	0	0
RP11-1007G5.2	0	0
EIF4A2P3	0.0865	0.1466
RP11-334E6.2	0	0.0852
RP11-822P1.1	0	0
RP5-1173A5.1	0	0.1128
OR7E126P	0.3338	0.0746
RP11-2F20.1	0	0
CTD-2010I16.1	6.5151	5.6992
CTD-3074O7.7	0	0
FAM90A10P	0	0
CSNK2A3	0.1771	0.078
RP11-115E19.1	0	0
CYCSP26	0	0
AP000662.4	0.0071	0.0206
OR5M6P	0	0
AP000487.6	0.5923	0.4918
RP11-626H12.2	0	0.0325
RP11-22P4.2	0.2442	0.1478
RP11-115C10.1	0	0
RP11-56A10.1	0	0
RP11-719K4.3	0	0
RP5-903G2.2	0.3508	0.0485
RP11-676M6.1	1.4137	1.0419
OR6M2P	0	0
AP003068.23	6.7607	4.5139
RP11-395G23.3	4.1781	13.1534
RP11-700F16.2	0.0389	0.1508
AP000648.3	0	0
TMED10P1	0	0
RP11-646J21.4	0	0
RP5-907D15.3	0	0
SETP16	0.0641	0
NAV2-AS4	0	0.0187
DEFB108P4	0	0
OR4R3P	0	0.0264
GS1-24F4.3	0.5118	0
RP11-27G22.1	0	0
RP1-17K7.1	0.0699	0
RP11-160H12.3	0	0.0414
CTD-2530H12.7	0	0
RP11-702H23.4	0.0335	0.0649
RP11-21L23.4	0.1272	0.0411
RP11-23J9.7	0.017	0.0165
SMG1P6	0.1946	0.1508
WAC-AS1	11.9942	5.584
ARMS2	0.0558	0
OR4A18P	0	0
RP11-356J5.4	0.1152	0.1487
CTD-2589M5.5	0.6286	0
RP11-384C21.9	0	0
RP11-732A19.2	0	0
COX6CP5	0	0
RP11-5A11.2	0	0
RP11-396O20.2	0	0
OR8B10P	0	0
INS	0	0
RP11-713P17.4	0	0
RP11-452H21.2	0	0.121
RP11-665E10.5	0.0609	0.2164
RP11-430H10.3	0	0
RP11-702F3.1	0.1131	0.3286
AC068858.1	0	0
RP11-529A4.5	0	0
RTL1	0	0
OR8J2	0	0
RP11-262A12.1	0	0
CTD-3051L14.14	0	0
RP11-222N13.1	0	0
RP11-872D17.4	1.5397	0.7813
OR4A11P	0	0
CTD-2560E9.3	0.6837	0.0779
RP11-152H18.3	0	0
AP000783.1	0.0323	0.2499
RP11-375D13.1	0	0
RP5-945I17.2	0	0
CTC-497E21.3	0	0.033
STT3A-AS1	0.6378	0.7208
RP5-916O11.3	0	0
RP11-598P20.5	0	0
OR4A42P	0	0
RP11-7I15.4	0.247	0
RP11-727A23.4	5.1401	3.0997
OSBPL9P2	0.0186	0
RP11-109L13.5	0	0
RP11-265D17.2	0	0
PKD1P5	0.3612	0.2275
RP11-660L16.2	5.7343	5.587
SNRPCP6	0	0
RP11-882I15.1	0	0
FPGT	1.5438	1.971
RP1-276E15.1	0	0.1876
RP11-162D9.3	0	0
RP11-47J17.3	0	0
RP11-354A14.1	0.0489	0.237
GS1-393G12.12	0	0
RP11-91P24.5	1.1588	0.4811
RP11-468E2.1	0.0083	0
RP11-58K22.5	0	0
RP11-50B3.4	4.6614	1.5254
RP11-396O20.1	0	0
RP11-72M10.7	0	0
COPS8P3	0	0
RP11-659G9.3	0.632	0.4591
RP11-12D16.2	1.6654	0.3723
RP11-1236K1.11	0	0
RP11-1415C14.4	0	0
CTD-2651C21.3	0	0
SENCR	4.269	3.5906
RP11-1036E20.7	0	0.0103
RP11-675M1.2	0	0
RP11-565P22.6	0	0
RP11-35J10.4	0	0.041
RP1-145M24.1	0.1029	0.0499
IGLL5	312.3127	458.5556
CTD-2216M2.1	0.0651	0
RP11-560B16.5	0	0.022
HNRNPA1P72	0	0
RP11-163O19.1	0	0
OR7E154P	0	0
GLYATL1P2	0	0
CTD-2184C24.2	0.5205	0.2031
RP11-351I24.3	0.877	0.1062
RP11-583F24.3	0	0
RP11-805J14.5	0	0
FAM8A2P	0.02	0.0774
OR4A12P	0	0
OR7E10P	0.023	0
RP11-111A24.1	0	0
MEX3A	0.041	0.0541
PTP4A1P6	0	0
RP11-56P9.10	0	0
RP11-801G16.2	0.1425	0.2761
CTD-2005H7.1	0	0
RP11-691N7.6	0.0393	0.0381
RP11-317J19.1	0	0
CTD-3138F19.1	0	0
HMGB1P42	0	0
BRD9P1	0	0
OR10G4	0	0
RP11-583F24.4	0	0
RP13-46H24.1	1.6258	0.4038
RP11-334E6.3	0	0
RP11-661A12.7	0	0
OR10V3P	0	0
CTD-3076O17.1	0.0797	0
RP11-958J22.1	0	0.0394
RP11-664H7.1	0	0
HNRNPCP8	0.0257	0
OR5BD1P	0	0
CASP1P2	1.4501	0.8252
TRIM64DP	0	0
OR5M2P	0	0
RP11-480O10.1	0	0
RP11-20J1.1	0	0.3174
RP11-672A2.7	0	0.1169
RP11-867G23.12	3.9331	1.2842
RP13-726E6.1	0.1013	0.0491
AP000889.1	0	0
NAP1L1P1	0.3003	0.0831
CTD-2616J11.3	0.0927	0
RP11-672A2.1	0	0
RP11-867G23.2	0	0.2436
TRIM53CP	0	0
RP11-1H15.1	0	0
OR2AL1P	0	0
CTD-2140G10.2	0	0
OR4A4P	0	0
OR4D7P	0	0
RP11-50B3.1	0	0
EEF1G	0.2351	0.3985
RP11-148O21.3	0.6815	0
RP11-27P7.1	0	0.102
AC084121.17	0	0
AC022182.1	4.6676	0.1459
EGLN1P1	0	0
RP11-793I11.1	0.9601	0.6975
GVINP2	0.0935	0.0101
RP11-320L11.2	1.2293	0.2977
LRRC6P1	0	0
RP11-81M19.1	0	0
RP11-142C4.5	0	0
CTD-2537O9.1	0	0.0629
CKLF-CMTM1	0.1269	0
RP11-531H8.2	0	0.0475
RP11-680F20.4	0	0
FAR1-IT1	0.3718	0.3001
RP11-119D9.4	0	0
FDPSP4	0.0435	0.0632
RP11-665E10.3	0	0
OR5AP1P	0	0
RP11-1118M6.2	0	0
TFAMP2	0	0
SLC25A47P1	0	0
RP11-163O19.3	0	0
CTD-2132H18.3	0	0
AC022182.3	8.707	0.1029
RP11-529A4.9	0	0
RP11-674C21.9	0.1322	0
SNRPCP14	0	0
SYS1-DBNDD2	0.1301	0.2363
OR10AK1P	0	0
RP11-672A2.4	0	0.0339
RP11-680E19.1	0	0.0068
RP11-661A12.12	0.3903	0.4096
RP11-252C15.1	0	0
RP11-535A19.1	0.0902	0
RP11-496I9.1	3.6779	1.8727
RP11-670N15.2	0	0
OR7E160P	0	0
RP11-529A4.4	0	0
RP11-430L3.1	0	0
CTD-2019O4.1	0	0
RP3-400B16.4	0.0356	0
RP11-375D13.3	0	0
RP11-109E10.1	0	0
RP11-37O16.8	0	0
OR9G2P	0	0
CTD-2530H12.2	0.4604	0.2099
SLC22A18AS	0.3583	0.2107
RP11-72M10.5	0	0
RP11-7I15.3	0	0
RP11-99C10.1	1.1401	0.4069
KRT18P58	0	0.0394
OR4A40P	0	0
RP11-50B3.2	0.0401	0.0776
OR5M10	0	0
RNF185-AS1	0	0
RP1-17K7.3	0	0
AP001372.2	2.0672	3.0656
GVINP1	9.6719	7.5181
AF131215.6	0	0
RP11-574M7.1	0	0
OR4V1P	0.6001	0
RP11-890B15.2	0.7382	1.4105
RP11-648O15.1	0	0
RP11-728F11.3	0	0
RP11-203M5.2	0.0487	0.1888
RP11-51B23.3	0	0
OR5BN1P	0	0
RP5-901A4.4	0	0
RP11-109L13.1	0.6658	0.0806
NPIPA2	0	0
RP11-659P15.2	0	0
CTD-2523D13.2	0	0
RP11-867G23.1	1.1901	0.7839
NDUFA3P2	0	0.1904
RP11-113D6.3	0.0466	0
MPV17L2	7.7754	12.5908
RP11-661A12.5	0.7784	0.8427
TMEM9B-AS1	8.1439	4.9233
RP11-945A11.2	0	0.131
RP11-159H22.2	0.0723	0.0701
RP11-831A10.2	0	0
CTD-2516F10.4	0	0.0803
RP11-748C4.1	0.0437	0.0846
DEFB109P3	0.19	0.092
RP11-1167A19.6	0.1397	0.4397
RP11-91I20.2	0.3182	0.3596
ATP6V1G2-DDX39B	0	0
RP11-702F3.2	0	0
RP13-870H17.3	0.0464	0.0513
RP11-770J1.5	3.599	1.1528
RP11-676F20.1	0	0
RP11-23J9.5	0.4744	0.6386
RP11-142C4.4	0	0
CTD-3096P4.1	0	0
PTPRJ-AS1	0	0
PKNOX2-AS1	0	0
RP11-655M14.14	0	0
PRR13P2	0	0.0544
RP11-802F5.1	0	0
OR4A10P	0	0
CTC-378H22.1	2.5675	3.0781
RP11-716D19.1	0	0
AC084121.14	0	0
RP11-10A7.1	0	0
OR4A9P	0	0
RP11-334E6.4	0	0
RP11-466P24.2	0.8675	0.7203
NAV2-AS1	0	0
RP11-37O16.7	0	0
OPCML-IT1	0	0
RP11-482L11.1	0.0322	0
RP11-513D5.2	0.3152	0
RP11-152H18.4	0.7219	0.3702
MEF2BNB	4.2533	3.7746
ANO1-AS1	0	0
OR8L1P	0	0
RP11-712L6.7	0.2781	0.2694
RP11-701I24.3	0	0
RP11-484D2.2	0.8982	0.5613
RP11-110I1.5	18.637	8.3893
RP11-326C3.7	11.7505	8.3395
SCARNA9	8.8498	9.5111
RP11-632K20.2	0.1302	0.1982
RP4-791M13.5	0	0.0544
CTD-2537L20.1	0	0
RP11-263C24.3	0.2971	0
RP11-529A4.12	0	0
OR7E15P	0	0
RP11-698N11.2	0	0
RP11-56P9.6	0	0
RP11-236J17.6	0	0
RP11-1236K1.8	0.0191	0
RP11-684B2.3	0.0713	0.2761
OR4C9P	0	0
AP000445.2	0	0
RP11-98J9.2	0	0.0856
RP11-702H23.6	0	0
RP11-144G6.12	0.856	0.1223
RP11-98J9.3	0	0
RP11-37O16.6	0	0
RP11-687M24.8	0	0
RP11-619A14.2	0.0372	0.036
LINC00678	0.0783	0
RP11-266E8.2	0.0538	0.0521
AF131215.3	0.1965	0.2664
RP11-728D14.6	0	0
RP11-688I9.4	0	0
CTD-2342I9.1	0	0.0126
OR4A19P	0	0
RP11-677M14.5	1.9342	3.3527
RP5-1160K1.8	0	0
RP11-664I21.6	0	0
ATP5F1P5	0	0.1744
RP11-531H8.1	0	0
OR8K4P	0	0
OR7E158P	0	0
GNG5P3	0.2203	0.1067
RP11-494M8.4	0	0.0157
AP001257.1	0	0
RP11-100N3.2	0	0
SLC2A13P1	0	0
RP11-179A10.2	0	0
INMT-FAM188B	0.0238	0
KIRREL3-AS2	0	0.0894
TUBB4BP4	0	0
OR4A14P	0	0
CTD-2562J17.9	0	0
RP11-831H9.3	10.1622	3.3613
RP11-113K21.2	6.6087	1.5571
RP11-1081L13.4	0.1565	0.3791
RP11-680F20.6	0	0
RP11-65M17.3	0.0288	0
RP11-313I2.11	0	0.0454
RP11-167J8.3	0	0
RP11-429J17.7	0.0126	0.0122
RP11-702H23.2	0.3382	0.4212
RP11-672A2.3	0	0
OR8B7P	0	0
ALG1L9P	0.8722	0.7242
RP11-872D17.8	0.0102	0.0197
RP11-794P6.6	0.0395	0
RP11-350N15.3	0	0
RP11-573E11.2	0	0
FTLP6	0.2702	0.3664
RSF1-IT2	0.6849	0.1561
DPP3	6.9148	12.9464
RP11-563P16.1	0	0
CTD-2547H18.1	0.1204	0.0389
RP11-469N6.3	0	0
RP11-108O10.2	0.7214	0.2496
RP13-631K18.3	0	0
RP11-215H18.5	0	0
TRIM77BP	0	0
STX16-NPEPL1	1.5659	0.9959
ANKHD1-EIF4EBP3	1.1657	0.5161
KRTAP5-9	0.3212	0.0389
RP11-94P11.4	0	0
BRK1	85.386	107.9335
AC139103.1	0.0443	0.1287
RP11-347H15.3	0	0
CTD-2509G16.2	0.0158	0
CYCSP28	0	0.0688
RP1-68D18.3	0	0.1423
RP11-90K17.2	0	0
TCEB1P22	0	0
CTD-2589M5.4	0	0
AP000442.4	1.1565	0.316
UBTFL1	0	0
RP11-113K21.3	0.4775	0.4626
RP11-529A4.10	0	0
OR5M1	0	0
ARL6IP1P3	0	0
RP11-716H6.1	0	0.1307
RP11-481A20.8	0	0
RP11-413N13.1	0	0.1482
OR5D15P	0	0
AF131216.5	0.0622	0
RP11-536I6.2	0	0
RP11-665E10.1	0	0.2201
AF228730.13	0	0
RP11-326C3.2	4.7992	3.904
RP11-680F20.9	0	0
RP11-708B6.2	0	0.0202
CTD-3012A18.1	0	0
OR8B5P	0	0.0243
RP11-802E16.3	2.7914	5.2617
RP11-45A12.2	0	0
SERPINA15P	0	0
SDHCP4	0	0
RP11-23J9.4	0.2596	0.1335
RP11-680G24.1	0	0
RP11-1167A19.2	1.0902	0.44
RP11-882G5.1	0	0
RP11-677N16.1	0.264	0.0465
RP11-430H10.4	0	0
RP11-347H15.5	0	0
NAV2-AS5	0.0065	0.0629
RP11-677M14.2	1.0248	0.1985
RP11-297N6.4	0.6479	0.1215
HNRNPRP2	0	0
OR8X1P	0	0.0508
RP11-661A12.9	0.0194	0.1318
BCAS2P1	0	0
FAM66D	0.149	0
OR4A44P	0	0
RP1-317E23.6	0	0
MTND1P35	0	0
RP11-567M21.3	0.1353	0.0562
PDCL2P2	0	0
AP000620.1	0	0.0877
RP11-219O3.2	0	0
RP11-712L6.5	5.2929	3.617
RP11-718B12.1	0.0592	0.1529
RP11-680E19.2	0	0.0301
RP11-47J17.1	0	0
RP11-145O15.3	0	0
OSBPL9P3	0	0.0371
SAA2-SAA4	0.0259	0
PIGY	0	0
ZFP91-CNTF	0.0472	0
RP11-140L24.3	0.579	0.5608
CENPUP1	0	0
CTD-2023J5.1	0	0
OR4X7P	0	0
OR4A6P	0	0
RP11-45A12.1	0	0.028
RP11-1082L8.3	0	0
RP11-263C24.1	0.1937	0.0469
GRM5-AS1	0	0
OR5AK1P	0	0
RP11-843A23.1	0.159	0.1232
AF186192.5	0	0
RP11-336F14.1	0.0147	0.0142
RP11-168K9.2	0	0
RP11-23B7.4	0	0
RP11-326C3.10	0.1629	0.1578
MIR100HG	0	0.0855
RP11-495O11.1	0	0
RP11-58K22.4	0	0
RP11-794P6.2	0	0
RP11-406D1.2	0	0
OR1D4	0	0
OR5B10P	0.0355	0
RP11-5L12.1	0	0
RP11-25D10.2	0	0
RP11-21L23.3	0.1288	0.4992
RP11-412B14.1	0	0
RP11-164N3.2	0	0
ZNF286A	0	0
RP11-5A11.1	0	0.0759
RP11-58K22.2	0	0.0279
RP11-159H10.1	0.0357	0.1038
AP006621.8	0.7198	0.4183
CTD-2572N17.1	0	0
RP11-72M10.8	0	0
RP11-163O19.8	0	0
CHMP1B	23.9378	13.9733
OR4A48P	0	0
RP11-110I1.6	0.3761	0.1325
RP11-91P24.3	0.7176	0
SLC5A4P1	0	0
RP5-1027O15.1	0	0
RP11-703H8.7	0	0
RP11-655M14.12	0	0.0398
OVOL1-AS1	0.1997	0.2257
RP11-110I1.12	7.3587	0.8507
RP11-303G3.6	1.3486	0.3563
MTND5P21	0	0
RP11-680F20.5	0	0
RP11-685M7.5	0.2585	0
CTD-2531D15.5	0	0
RP11-676F20.2	0	0
HSPD1P3	0	0
RP11-839D17.3	0.6427	0.1845
RP11-396J6.1	0	0
OR9L1P	0	0
RP11-63C8.1	0	0.0382
RP11-646J21.2	0	0
OR8K2P	0	0
RP11-111M22.3	17.4802	9.9017
CTD-2562J17.4	0.1058	0.0769
GLTPP1	0	0
AP000442.1	3.0604	1.7729
OR5BN2P	0	0
HNRNPA1P76	0.0269	0
AP006621.6	2.4088	3.1888
RP11-805J14.3	0	0
RP11-589N15.1	0	0
STX17-AS1	1.2483	1.3704
RP11-659P15.1	0	0
RP11-655M14.4	0	0
RP4-791M13.4	0.0412	0
RP11-97I14.1	0	0
EID3	7.2427	2.3235
GLYATL1P3	0.1505	0
MSH5-SAPCD1	0.6004	0.2721
TOLLIP-AS1	3.934	0.3058
RPP14	0.3982	0.1876
RP11-535N6.2	0	0
RNY1P9	0.6276	0.4053
CTD-2313N18.8	0.095	0.092
RP11-754B17.1	0.125	0.1695
RP11-318C2.1	0	0
RP11-428C19.5	0	0.2386
RP11-646J21.7	0	0
RP11-358N4.3	0	0
HSPE1P18	0	0
RP5-1047A19.4	0	0.2013
CTD-2609K8.3	0.5406	0.3332
RP11-726G23.11	0	0
RP11-670N15.1	0	0
RP11-646J21.3	0	0
RP11-313I2.6	0	0
LINC01499	0	0
OR5AM1P	0	0
AP003068.12	0	0
RP11-481A20.4	0	0
RP11-277K23.1	0	0
AP002954.3	0.0657	0.0159
RP11-532E4.2	0	0
RP11-686G23.2	0	0
RP11-324J3.1	0	0.0418
CCDC166	0	0
CTD-2517M22.14	2.3483	0.9839
RP11-720D4.3	0	0.0976
RP11-313I2.7	0	0
PDXDC2P	0.16	0.0979
RP11-514F3.5	0	0
RP11-699F16.2	0	0
RP11-507F16.1	0	0.1739
GLYATL1P1	0	0.0275
TRIM51DP	0	0
RP11-626H12.1	0	0
NANOGP8	0.0248	0.0241
RP11-945A11.1	0	0.0323
SSU72P2	0.0393	0
OR4A17P	0	0
RP11-750H9.5	0.2459	0.516
SNHG9	21.1475	13.0686
RP11-227P3.1	0	0
AP003068.18	0.4165	0.2627
RP11-350N15.4	0	0.3309
RP4-541C22.5	0	0
OR7E2P	0	0
RP11-738O11.9	0	0
MED28P5	0	0
RP11-403D15.2	0	0
RP1-305G21.1	0	0
RP11-794P6.3	0	0
RP11-258O13.1	0.0273	0
RP11-344L21.1	0.036	0.0698
RP11-1195F20.7	0	0
NPM1P35	0.0263	0.0254
RP11-163O19.10	0	0
OR4R1P	0	0
RP11-831A10.1	0	0
OR5J7P	0	0
OR5BC1P	0	0
RP11-716H6.2	0	0
DDX18P5	0.0349	0.0677
CARD17	0	0
SETP17	0.2233	0.0541
OR5M11	0	0
CTD-3065J16.9	1.1546	0.9262
OR8B6P	0	0
CTD-2210P24.3	0	0
RP11-460B17.2	0	0
RP11-304M2.3	0	0
RP5-901A4.5	0	0
MRPS36P4	0.153	0
RP11-438N5.4	0	0.0843
RP11-755E23.3	0	0
RP11-727A23.10	0.3767	0.3028
RP11-313I2.8	0	0
CTD-2655K5.1	0.0294	0.2562
RP13-317D12.3	0.103	0.6986
RFPL4AP1	0.0268	0
AP002954.6	0	0
RP11-142C4.6	0.0062	0.006
RP11-164N3.3	0	0
CTD-2507G9.1	0	0
RP11-583F24.8	0	0.0312
